"コンテンツID
※空欄で構いません。特定の値を設定したい場合に入力してください。",title,slug,publishDate,content,eyecatch,categories
,検索・絞り込みUIの設計,search-filter-ui-design,2026-04-05T00:00:00.000Z,"記事一覧や商品一覧で使う検索・絞り込みUIとして、条件の選びやすさと解除しやすさを重視しました。入力中の検索と確定後の検索を用途に応じて使い分けます。

適用中の条件はチップ表示にし、一つずつ解除できるようにしました。結果が0件の場合は条件を見直せる案内を表示し、単に「ありません」だけで終わらせない設計です。

URLのクエリパラメータへ条件を反映し、再読み込みや共有後も同じ結果を表示できる構成を想定しています。Next.jsではsearchParamsとサーバー側取得を組み合わせます。",,"ui-design,web-app"
,ステップ形式入力画面のUX改善,step-form-ux-improvement,2026-04-03T00:00:00.000Z,"入力項目が多い申込画面を複数ステップへ分け、利用者が現在位置を把握できるUIを設計しました。各ステップの目的を明確にし、関連する項目だけをまとめています。

前の画面へ戻っても入力内容を保持し、修正後に同じ位置へ戻れる動線を用意します。最後の確認画面では、項目ごとに編集へ戻れるリンクを配置しました。

状態管理は必要以上に複雑にせず、フォームライブラリとサーバー側検証を組み合わせます。途中保存が必要な場合は、保存期限と再開方法も分かりやすく案内します。",,"ui-design,web-app"
,読み込み状態を自然に見せる画像UI,smooth-image-loading-ui,2026-04-01T00:00:00.000Z,"CMS画像の読み込み時にレイアウトが動いたり、急に表示されたりする問題を抑えるためのUI設計です。画像の縦横比を事前に確保し、読み込み前からページの高さが変わらないようにします。

フェードインは画像要素が描画された時点ではなく、実際の読み込み完了後に開始します。低品質プレースホルダーや背景色を使う場合も、最終画像との明るさの差を小さくします。

Next.jsのImageコンポーネントでwidthとheight、またはfillとaspect-ratioを適切に指定します。開発環境だけで判断せず、本番ビルドと実機でもカクつきを確認します。",,"ui-design,corporate"
,クリニック公式サイトの情報設計,clinic-official-site-structure,2026-03-30T00:00:00.000Z,"クリニックの公式サイトとして、診療内容、診療時間、予約方法、アクセスをすぐ確認できる構成にしました。緊急時の連絡先や休診情報は、他の情報に埋もれない位置へ表示します。

診療内容は専門用語を減らし、受診の目安や当日の持ち物を分かりやすく掲載しました。高齢者や視力に不安のある利用者も想定し、文字サイズとコントラストを確保しています。

休診日やお知らせはCMSで更新できる設計です。医療広告に関する表現を確認し、誤解を招く断定や過度な比較を避ける運用を前提としています。",,"medical,corporate"
,歯科医院の予約導線改善,dental-clinic-booking-flow,2026-03-28T00:00:00.000Z,"歯科医院サイトで電話予約とWeb予約の入口が分かりにくい状態を想定し、導線を整理しました。診療時間内の電話、24時間受付のWebフォーム、それぞれの特徴を明確に表示しています。

初診と再診で必要な情報が異なる場合は、最初に選択してから適切な案内へ進めます。予約変更やキャンセル方法も同じ場所で確認できるようにし、利用者と受付双方の負担を減らします。

固定ボタンは画面を覆いすぎない大きさにし、キーボード操作や読み上げにも対応します。フォームでは必要以上の健康情報を入力させない設計を前提としています。",,"medical,ui-design"
,医療施設向け多言語案内ページ,medical-multilingual-guide,2026-03-26T00:00:00.000Z,"外国語話者が受診前に必要な情報を確認できるよう、多言語の案内ページを設計しました。対応言語、予約方法、持ち物、支払い、通訳の有無を明確にしています。

機械翻訳だけに頼らず、医療上重要な表現は確認者を置く運用を想定しています。日本語ページと情報がずれないよう、更新時に翻訳確認が必要な項目を管理します。

言語切り替えはページ上部に分かりやすく配置し、選択状態を保持します。Next.jsの言語別ルートとCMSの多言語フィールドを組み合わせる構成です。",,"medical,service"
,医療従事者向け会員サイトの構想,medical-member-portal,2026-03-24T00:00:00.000Z,"医療従事者だけが資料や研修情報を閲覧できる会員サイトの構想です。一般公開情報とログイン後の情報を分け、利用資格に応じて閲覧範囲を制御します。

研修一覧、資料ダウンロード、受講履歴、お知らせを基本機能とし、所属施設や職種によって表示内容を変える想定です。利用期限や資格確認の更新フローも設計します。

認証、認可、監査ログを重視し、ファイルURLを知っているだけで直接閲覧できない仕組みが必要です。個人情報や医療情報を扱う場合は、要件と運用責任を明確にします。",,"medical,web-app"
,健診サービスの案内サイト制作,health-check-service-site,2026-03-22T00:00:00.000Z,"健康診断サービスの種類と受診方法を分かりやすく案内するサイトです。個人向け、企業向け、オプション検査を分け、対象者と料金の目安を比較できる構成にしました。

予約前の注意事項、当日の持ち物、食事制限、結果の受け取り方法を時系列で掲載しています。よくある質問と問い合わせ先を整理し、電話で繰り返し説明する負担の軽減も目指します。

情報の更新日を表示し、制度や料金変更時に古い案内が残らない運用を想定しています。フォームでは機微な健康情報を収集せず、予約システムへ安全に引き継ぐ設計です。",,"medical,service"
,訪問看護サービスのWebサイト,home-nursing-service-site,2026-03-20T00:00:00.000Z,"訪問看護を初めて検討する利用者や家族向けに、利用対象、サービス内容、開始までの流れを説明するWebサイトです。医療・介護の制度に詳しくない人でも理解できる文章を意識しました。

対応エリア、営業時間、緊急時の連絡方法、スタッフ紹介を掲載し、相談前の不安を減らします。ケアマネジャーや医療機関向けの情報は別ページにまとめています。

お知らせや採用情報をCMSで更新し、運営側が継続して情報発信できる構成です。写真の扱いでは利用者のプライバシーに配慮し、掲載同意の運用も前提としています。",,"medical,corporate"
,食品ECサイトの商品一覧設計,food-ec-product-list,2026-03-18T00:00:00.000Z,"食品ECサイトの商品一覧として、写真、価格、容量、配送条件を比較しやすいカードUIを設計しました。カテゴリ、用途、価格帯から絞り込み、目的の商品へ早く到達できる構成です。

冷蔵、冷凍、常温など配送区分が異なる場合は、商品カードとカート内で分かりやすく表示します。在庫切れの商品も再入荷通知へつなげ、単に購入できない状態で終わらせません。

Next.jsで商品データを取得し、検索条件をURLへ反映する想定です。商品画像は複数サイズを配信し、一覧で必要以上に大きな画像を読み込まないようにします。",,"ec,ui-design"
,Shopifyブランドサイトのカスタマイズ,shopify-brand-customization,2026-03-16T00:00:00.000Z,"Shopifyの既存テーマを基に、ブランドの世界観と購入しやすさを両立するカスタマイズ例です。トップページ、商品一覧、商品詳細、カートの余白や文字、ボタンを統一しました。

商品詳細では素材、サイズ、配送、返品条件を見つけやすくし、購入直前の不安を減らします。写真を大きく見せつつ、スマートフォンでは購入ボタンが遠くなりすぎない構成です。

テーマの標準機能を優先し、将来のアップデートで壊れにくい修正範囲にとどめます。独自コードを追加する場合は、目的と変更箇所を記録して保守しやすくします。",,"ec,corporate"
,定期購入サービスの商品詳細ページ,subscription-product-detail,2026-03-14T00:00:00.000Z,"定期購入商品の内容と契約条件を誤解なく伝える商品詳細ページです。通常購入との価格差、配送間隔、変更、休止、解約方法を購入前に確認できる構成にしました。

商品の特徴だけでなく、初回と二回目以降の金額、送料、最低継続回数の有無を明確に表示します。よくある質問とマイページ操作の案内も掲載しました。

購入ボタンの近くに主要条件を再掲し、別ページだけへ隠さない設計です。カートや決済サービスとの連携では、選択したプランと表示金額が一致することを重点的にテストします。",,"ec,service"
,BtoB向け受発注ECの画面構成,b2b-ordering-ec,2026-03-12T00:00:00.000Z,"法人取引向けに、契約価格や取引条件を反映する受発注ECの画面構成です。ログイン後に取引先ごとの商品、価格、在庫、納期を表示する想定です。

過去の注文から再注文できる機能や、品番を使った一括入力、CSVアップロードを用意し、日常業務の操作回数を減らします。承認が必要な企業向けに、注文前の社内確認フローも検討しています。

権限と価格情報をサーバー側で確認し、URLや画面操作だけで他社の条件を閲覧できない設計が必要です。既存の販売管理システムとのデータ連携も想定します。",,"ec,web-app"
,ハンドメイド商品の小規模ECサイト,handmade-small-ec-site,2026-03-10T00:00:00.000Z,"少数の商品を丁寧に紹介するハンドメイドブランド向けのECサイトです。商品の背景、素材、制作工程を伝えながら、購入に必要な情報へ自然につなげます。

商品数が少ないため、一覧を複雑にせず、カテゴリと特集で見せ方を変える構成にしました。個体差、発送までの日数、取り扱い方法を分かりやすく掲載します。

Shopifyなど既存EC基盤を利用し、決済や注文管理を独自開発しない方針です。ブランドページと商品ページのデザインを統一し、更新しやすさを優先します。",,"ec,corporate"
,カート離脱を減らす購入フロー改善,checkout-flow-improvement,2026-03-08T00:00:00.000Z,"ECサイトのカートから購入完了までを見直し、入力負担と不安を減らす改善案です。注文内容、送料、手数料、合計金額を各段階で確認できるようにしました。

会員登録を必須にせずゲスト購入を選べる場合は、違いを明確に案内します。エラーが起きたときも入力内容を保持し、どこを直せばよいか具体的に表示します。

住所の自動補完や適切なautocompleteを使い、スマートフォン入力を支援します。決済処理は信頼できるサービスへ任せ、カード情報をアプリ側で直接保持しない構成です。",,"ec,ui-design"
,Pythonで請求データを自動集計する仕組み,python-invoice-data-automation,2026-03-06T00:00:00.000Z,"複数のCSVやExcelファイルから請求データを集め、月次集計表を作成するPythonツールのサンプルです。手作業で行っていたコピー、並び替え、合計、ファイル保存を一連の処理にまとめます。

元ファイルの列名や形式を確認し、不足項目や重複データがある場合はエラーとして一覧表示します。処理前のファイルを残し、出力先を分けることで、誤操作時に元へ戻せる設計です。

定期実行する場合はログを保存し、いつどのファイルを処理したか確認できるようにします。完全自動化だけを目指さず、最終確認が必要な箇所を明確に残します。",,"automation,web-app"
,CSV変換業務を効率化するデスクトップツール,csv-conversion-desktop-tool,2026-03-04T00:00:00.000Z,"取引先ごとに異なるCSV形式を、社内システムへ取り込める形式へ変換するツールを想定しました。列の並び替え、日付形式の統一、不要列の削除、コード変換をボタン操作で実行します。

利用者が誤ったファイルを選んだ場合に処理を止め、必要な列が不足していることを具体的に案内します。変換前後の件数と主な変更内容を結果画面へ表示します。

PythonとTkinterでWindows向けGUIを作る構成です。変換ルールはコード内へ散らさず設定として分離し、取引先追加時に変更しやすくします。",,automation
,ブラウザ操作を自動化するデータ取得ツール,browser-data-download-automation,2026-03-02T00:00:00.000Z,"管理画面から定期的にファイルをダウンロードする作業を想定し、ブラウザ操作を自動化するツールの構成を考えました。ログイン、条件指定、ダウンロード、ファイル名変更までを順番に処理します。

画面変更や通信遅延で失敗する可能性があるため、固定時間の待機だけに頼らず、要素の表示やダウンロード完了を確認します。失敗した対象だけを再実行できるログも用意します。

SeleniumやPlaywrightを利用できますが、公式APIが提供されている場合はAPIを優先します。利用規約、アクセス頻度、認証情報の保管方法を確認した上で運用する設計です。",,"automation,web-app"
,生成AIを使った問い合わせ分類の試作,ai-inquiry-classification,2026-02-28T00:00:00.000Z,"問い合わせ本文を内容別に分類し、担当部署の候補を提示するAI機能の試作です。分類結果は自動確定せず、担当者が確認して修正できる画面を用意します。

個人情報や機密情報をそのまま外部サービスへ送らないよう、対象データと利用条件を整理します。誤分類時の影響を小さくするため、最終的な振り分けは人が判断する運用です。

分類結果と修正内容を記録し、どの種類で間違いが多いか確認できるようにします。AI導入前後で処理時間や確認負担を比較し、実際に効果があるか評価します。",,"ai,automation"
,AIによる文章下書き支援機能,ai-writing-draft-assistant,2026-02-26T00:00:00.000Z,"お知らせや商品説明の下書きを作るAI支援機能を想定しました。目的、対象者、含めたい情報を入力すると、編集可能な文章案を表示します。

生成結果をそのまま公開せず、事実、表現、権利関係を担当者が確認する流れを画面上に組み込みます。過去の記事や社内ルールを参照する場合も、利用権限のある情報だけを対象にします。

API利用料と応答時間を管理するため、文字数や実行回数に上限を設けます。生成履歴を必要以上に保存せず、保存する場合は利用目的と閲覧権限を明確にします。",,"ai,web-app"
,毎月のレポート作成を自動化するPython処理,monthly-report-python-automation,2026-02-24T00:00:00.000Z,"複数のデータを集計し、毎月同じ形式のレポートを作る作業をPythonで自動化するサンプルです。売上、問い合わせ、アクセス数などを読み込み、表とグラフ用データを生成します。

入力ファイルが届いていない場合や形式が変わった場合は、無理に処理を続けず担当者へ知らせます。出力された数値には元データと集計条件を確認できる情報を残します。

完全自動配信の前に、確認用ファイルを作って担当者が承認する運用を想定しています。定型作業を減らしながら、誤ったレポートがそのまま共有されるリスクを抑えます。",,automation
,フォーム入力から見積書を生成するWebアプリ,quotation-generator-web-app,2026-02-22T00:00:00.000Z,"サービス内容、数量、単価を入力すると、見積書の下書きを生成する社内向けWebアプリです。顧客情報と明細を分け、消費税や値引きの計算ルールを統一します。

作成済み見積書は履歴から検索でき、複製して再利用する機能を想定しています。発行前には内容を確認し、承認後にPDFまたはExcelへ出力する流れです。

計算は画面表示だけでなくサーバー側でも再計算し、改ざんや不整合を防ぎます。採番、変更履歴、削除権限を設計し、正式書類として使う場合の運用ルールも整えます。",,"automation,web-app"
,業務マニュアル作成を支援するAI検索,ai-manual-search-support,2026-02-20T00:00:00.000Z,"既存の手順書やFAQを検索し、業務マニュアル作成の参考箇所を提示するAI機能のサンプルです。回答だけでなく、元文書名と該当部分へのリンクを表示します。

古い文書や廃止済み手順が混ざらないよう、公開状態と更新日を管理します。AIが新しい手順を勝手に決めるのではなく、既存資料の探索と要約を補助する役割に限定します。

部署ごとの閲覧権限を反映し、利用者が見られない文書を回答根拠に使わない設計が必要です。回答内容の評価機能を付け、改善すべき資料も見つけられるようにします。",,"ai,automation"
