"コンテンツID
※空欄で構いません。特定の値を設定したい場合に入力してください。",title,slug,publishDate,content,eyecatch,categories
,問い合わせ対応管理アプリ,inquiry-response-management,2026-04-25T00:00:00.000Z,<p>Webフォームやメールから届く問い合わせを一元管理するアプリのサンプルです。未対応、対応中、完了のステータスと担当者を設定し、対応漏れを防ぐことを目的にしています。</p><p>問い合わせ詳細では、受信内容、返信履歴、社内メモを時系列で確認できます。個人情報が含まれるため、閲覧できる担当者を限定し、不要になったデータの削除ルールも想定しました。</p><p>メールサービスのAPIと連携し、新規問い合わせを自動登録する構成を検討しています。AIによる分類は候補提示にとどめ、最終判断は担当者が行う設計です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/88e58a560dc040d5819d2a18e3f1e800/dx-image29.jpg,"web-app,service"
,学習進捗を管理する教育Webアプリ,learning-progress-web-app,2026-04-23T00:00:00.000Z,<p>受講者が教材と進捗を確認できる学習Webアプリとして、講座一覧、レッスン、課題、進捗表示を設計しました。次に取り組む内容がすぐ分かるホーム画面を重視しています。</p><p>教材の完了状態や提出期限を表示し、講師側は受講者ごとの進捗と提出物を確認できる構成です。動画、PDF、テキストなど異なる形式の教材を同じルールで管理します。</p><p>Reactで進捗状態を更新し、サーバー側では受講権限と提出期限を確認します。画面を閉じても途中位置を保持できるよう、データ保存のタイミングも設計しています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/205d255b60de4bbca0570c826355e92a/dx-image26.jpg,"web-app,ui-design"
,医療機関向け予約受付アプリのUI,clinic-booking-app-ui,2026-04-21T00:00:00.000Z,<p>医療機関の予約受付を想定し、診療科、日時、利用者情報を段階的に入力するWebアプリを設計しました。一度に多くの項目を見せず、現在の入力段階と残りの手順を明確にしています。</p><p>予約可能時間はサーバー側の最新情報を取得し、選択後に埋まった場合の案内も用意します。医療上の緊急相談には利用できないことを分かりやすく表示し、適切な連絡先へ誘導します。</p><p>個人情報を扱うため、通信、保存、アクセス権限、ログの扱いを慎重に設計します。必要以上の情報を収集せず、保管期間と削除方法も事前に決める想定です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/fbf6fecf79a84f0798bbcef771804753/dx-image17.jpg,"web-app,medical,ui-design"
,社内ナレッジ検索アプリ,internal-knowledge-search,2026-04-19T00:00:00.000Z,<p>社内マニュアルやFAQを検索できるナレッジアプリのサンプルです。キーワード検索に加え、カテゴリ、部署、更新日から情報を絞り込める構成にしました。</p><p>AI検索を利用する場合も、回答だけを表示せず、参照した文書と該当箇所を確認できるUIにします。回答に自信がない場合や資料が見つからない場合は、その旨を明確に表示します。</p><p>アクセス権限のある資料だけを検索対象にし、機密文書が別部署へ表示されない設計が必要です。文書の更新、廃止、履歴管理も含めて運用を考えます。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/8353ac56d9c344bb8d44b1767c0da82c/paperless_10.jpg,"web-app,ai"
,モバイル対応の点検記録アプリ,mobile-inspection-record-app,2026-04-17T00:00:00.000Z,<p>現場で設備点検を記録するため、スマートフォン操作を中心にしたWebアプリを設計しました。点検対象を選び、状態、数値、写真、コメントを順番に入力できる構成です。</p><p>通信が不安定な場所も想定し、一時保存や再送信の状態を分かりやすく表示します。異常値が入力された場合は注意を出し、担当者への連絡や再確認につなげます。</p><p>PWAとしてホーム画面から起動できる構成を検討し、写真はアップロード前に圧縮します。点検履歴は管理画面で検索・出力でき、設備ごとの変化を追える設計です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/ba8d8e7c8b144ced944d8abcc2b13ca0/cloud2.jpg,"web-app,automation"
,管理画面のナビゲーション改善,admin-navigation-improvement,2026-04-15T00:00:00.000Z,<p>機能が増えて分かりにくくなった管理画面を想定し、ナビゲーション構造を整理しました。利用頻度の高い機能を上位へ置き、設定や管理者専用機能は別グループに分けています。</p><p>現在位置が分かる見出しとパンくずを追加し、一覧から詳細、編集へ進んだ後も戻り先を判断しやすくしました。メニュー名は社内用語だけでなく、操作内容が伝わる表現へ見直しています。</p><p>React RouterやNext.jsのルーティングに合わせ、URLと画面状態が一致する設計を想定しています。権限のないメニューは非表示にするだけでなく、直接アクセス時もサーバー側で拒否します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/6ac90823263848e38e3dc2a7b3881807/Web-img15.jpg,"ui-design,web-app"
,スマートフォン向けフォームUIの改善,mobile-form-ui-improvement,2026-04-13T00:00:00.000Z,<p>スマートフォンで入力しにくい問い合わせフォームを想定し、項目の順番、ラベル、入力欄、エラー表示を改善しました。横並びの項目は縦にし、タップしやすい高さと十分な余白を確保しています。</p><p>入力例はプレースホルダーだけに頼らず、必要に応じて補足文として残します。エラーは送信後にまとめて出すのではなく、該当項目の近くに具体的な修正方法を表示します。</p><p>HTMLの適切なinput typeやautocompleteを使い、端末の入力補助を活用します。Reactで実装する場合も、標準のフォーム動作とアクセシビリティを損なわない設計です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/718b2e8b9fcb4db68caba7b4ed8cdd1e/dx-image3.jpg,ui-design
,データ一覧テーブルの見やすさ改善,data-table-readability,2026-04-11T00:00:00.000Z,<p>業務画面のデータ一覧を想定し、列が多くても必要な情報を見つけやすいテーブルUIを設計しました。重要な列を左側へ集め、補助情報は詳細画面や展開行へ移しています。</p><p>検索、絞り込み、並び替えの条件は画面上に残し、現在の表示内容が分かるようにしました。行をクリックできる場合は、リンクであることが視覚的にもキーボード操作でも伝わるようにします。</p><p>大量データはサーバー側ページングを利用し、一度にすべて読み込まない構成です。スマートフォンではカード表示へ切り替え、横スクロールだけに依存しない設計にしています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/843c6b2984164a9799d192064c50189b/Web-img14.jpg,"ui-design,web-app"
,アクセシブルなモーダルUIの実装,accessible-modal-ui,2026-04-09T00:00:00.000Z,<p>確認や補助入力に使うモーダルについて、見た目だけでなくキーボード操作と読み上げにも配慮した実装例です。開いたときに適切な要素へフォーカスを移し、閉じた後は元の操作位置へ戻します。</p><p>背景へフォーカスが移動しないよう制御し、Escキーで閉じる動作も用意します。ただし重要な確認では、誤って閉じてもデータが失われない設計を優先します。</p><p>Reactの状態管理とdialog要素または信頼できるUIライブラリを利用する想定です。独自実装ではフォーカス制御やスクロール固定の不具合が起きやすいため、テストを重視します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/5cd08e3bd5d14d69a5753bdfa851fcf7/Web-img20.jpg,"ui-design,web-app"
,ダッシュボードのKPIカード設計,dashboard-kpi-card-design,2026-04-07T00:00:00.000Z,<p>管理ダッシュボードの上部に配置するKPIカードについて、数値の意味と比較対象が伝わるように設計しました。合計値だけでなく、期間、前回比、更新時刻を併記しています。</p><p>色による増減表示だけでは判断できないため、矢印や文言も組み合わせます。重要度に応じてカードの大きさを変えすぎず、一覧性を保つことを重視しました。</p><p>データ取得中、未取得、エラー、データなしの状態をそれぞれ用意し、空白や0だけを表示しない設計です。Reactコンポーネントとして再利用できる形を想定しています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/ed033dca4a5542d097725dc4f545a3f7/dx-image46.jpg,"ui-design,web-app"
,検索・絞り込みUIの設計,search-filter-ui-design,2026-04-05T00:00:00.000Z,<p>記事一覧や商品一覧で使う検索・絞り込みUIとして、条件の選びやすさと解除しやすさを重視しました。入力中の検索と確定後の検索を用途に応じて使い分けます。</p><p>適用中の条件はチップ表示にし、一つずつ解除できるようにしました。結果が0件の場合は条件を見直せる案内を表示し、単に「ありません」だけで終わらせない設計です。</p><p>URLのクエリパラメータへ条件を反映し、再読み込みや共有後も同じ結果を表示できる構成を想定しています。Next.jsではsearchParamsとサーバー側取得を組み合わせます。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/c8a9feb88a1f477b8bf34ee11d534340/Web-img17.jpg,"ui-design,web-app"
,ステップ形式入力画面のUX改善,step-form-ux-improvement,2026-04-03T00:00:00.000Z,<p>入力項目が多い申込画面を複数ステップへ分け、利用者が現在位置を把握できるUIを設計しました。各ステップの目的を明確にし、関連する項目だけをまとめています。</p><p>前の画面へ戻っても入力内容を保持し、修正後に同じ位置へ戻れる動線を用意します。最後の確認画面では、項目ごとに編集へ戻れるリンクを配置しました。</p><p>状態管理は必要以上に複雑にせず、フォームライブラリとサーバー側検証を組み合わせます。途中保存が必要な場合は、保存期限と再開方法も分かりやすく案内します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/bc1bc915d66743f09d682a93125352a7/Web-img10.jpg,"ui-design,web-app"
,読み込み状態を自然に見せる画像UI,smooth-image-loading-ui,2026-04-01T00:00:00.000Z,<p>CMS画像の読み込み時にレイアウトが動いたり、急に表示されたりする問題を抑えるためのUI設計です。画像の縦横比を事前に確保し、読み込み前からページの高さが変わらないようにします。</p><p>フェードインは画像要素が描画された時点ではなく、実際の読み込み完了後に開始します。低品質プレースホルダーや背景色を使う場合も、最終画像との明るさの差を小さくします。</p><p>Next.jsのImageコンポーネントでwidthとheight、またはfillとaspect-ratioを適切に指定します。開発環境だけで判断せず、本番ビルドと実機でもカクつきを確認します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/0ad18f37d3c7491cbcb1a68963d233bf/Web-img13.jpg,"ui-design,corporate"
,クリニック公式サイトの情報設計,clinic-official-site-structure,2026-03-30T00:00:00.000Z,<p>クリニックの公式サイトとして、診療内容、診療時間、予約方法、アクセスをすぐ確認できる構成にしました。緊急時の連絡先や休診情報は、他の情報に埋もれない位置へ表示します。</p><p>診療内容は専門用語を減らし、受診の目安や当日の持ち物を分かりやすく掲載しました。高齢者や視力に不安のある利用者も想定し、文字サイズとコントラストを確保しています。</p><p>休診日やお知らせはCMSで更新できる設計です。医療広告に関する表現を確認し、誤解を招く断定や過度な比較を避ける運用を前提としています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/d3ebeb53f93246279616ec2473d4d75b/dx-image22.jpg,"medical,corporate"
,歯科医院の予約導線改善,dental-clinic-booking-flow,2026-03-28T00:00:00.000Z,<p>歯科医院サイトで電話予約とWeb予約の入口が分かりにくい状態を想定し、導線を整理しました。診療時間内の電話、24時間受付のWebフォーム、それぞれの特徴を明確に表示しています。</p><p>初診と再診で必要な情報が異なる場合は、最初に選択してから適切な案内へ進めます。予約変更やキャンセル方法も同じ場所で確認できるようにし、利用者と受付双方の負担を減らします。</p><p>固定ボタンは画面を覆いすぎない大きさにし、キーボード操作や読み上げにも対応します。フォームでは必要以上の健康情報を入力させない設計を前提としています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/bc1bc915d66743f09d682a93125352a7/Web-img10.jpg,"medical,ui-design"
,医療施設向け多言語案内ページ,medical-multilingual-guide,2026-03-26T00:00:00.000Z,<p>外国語話者が受診前に必要な情報を確認できるよう、多言語の案内ページを設計しました。対応言語、予約方法、持ち物、支払い、通訳の有無を明確にしています。</p><p>機械翻訳だけに頼らず、医療上重要な表現は確認者を置く運用を想定しています。日本語ページと情報がずれないよう、更新時に翻訳確認が必要な項目を管理します。</p><p>言語切り替えはページ上部に分かりやすく配置し、選択状態を保持します。Next.jsの言語別ルートとCMSの多言語フィールドを組み合わせる構成です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/c8a9feb88a1f477b8bf34ee11d534340/Web-img17.jpg,"medical,service"
,医療従事者向け会員サイトの構想,medical-member-portal,2026-03-24T00:00:00.000Z,<p>医療従事者だけが資料や研修情報を閲覧できる会員サイトの構想です。一般公開情報とログイン後の情報を分け、利用資格に応じて閲覧範囲を制御します。</p><p>研修一覧、資料ダウンロード、受講履歴、お知らせを基本機能とし、所属施設や職種によって表示内容を変える想定です。利用期限や資格確認の更新フローも設計します。</p><p>認証、認可、監査ログを重視し、ファイルURLを知っているだけで直接閲覧できない仕組みが必要です。個人情報や医療情報を扱う場合は、要件と運用責任を明確にします。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/ba8d8e7c8b144ced944d8abcc2b13ca0/cloud2.jpg,"medical,web-app"
,健診サービスの案内サイト制作,health-check-service-site,2026-03-22T00:00:00.000Z,<p>健康診断サービスの種類と受診方法を分かりやすく案内するサイトです。個人向け、企業向け、オプション検査を分け、対象者と料金の目安を比較できる構成にしました。</p><p>予約前の注意事項、当日の持ち物、食事制限、結果の受け取り方法を時系列で掲載しています。よくある質問と問い合わせ先を整理し、電話で繰り返し説明する負担の軽減も目指します。</p><p>情報の更新日を表示し、制度や料金変更時に古い案内が残らない運用を想定しています。フォームでは機微な健康情報を収集せず、予約システムへ安全に引き継ぐ設計です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/fbf6fecf79a84f0798bbcef771804753/dx-image17.jpg,"medical,service"
,訪問看護サービスのWebサイト,home-nursing-service-site,2026-03-20T00:00:00.000Z,<p>訪問看護を初めて検討する利用者や家族向けに、利用対象、サービス内容、開始までの流れを説明するWebサイトです。医療・介護の制度に詳しくない人でも理解できる文章を意識しました。</p><p>対応エリア、営業時間、緊急時の連絡方法、スタッフ紹介を掲載し、相談前の不安を減らします。ケアマネジャーや医療機関向けの情報は別ページにまとめています。</p><p>お知らせや採用情報をCMSで更新し、運営側が継続して情報発信できる構成です。写真の扱いでは利用者のプライバシーに配慮し、掲載同意の運用も前提としています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/843c6b2984164a9799d192064c50189b/Web-img14.jpg,"medical,corporate"
,食品ECサイトの商品一覧設計,food-ec-product-list,2026-03-18T00:00:00.000Z,<p>食品ECサイトの商品一覧として、写真、価格、容量、配送条件を比較しやすいカードUIを設計しました。カテゴリ、用途、価格帯から絞り込み、目的の商品へ早く到達できる構成です。</p><p>冷蔵、冷凍、常温など配送区分が異なる場合は、商品カードとカート内で分かりやすく表示します。在庫切れの商品も再入荷通知へつなげ、単に購入できない状態で終わらせません。</p><p>Next.jsで商品データを取得し、検索条件をURLへ反映する想定です。商品画像は複数サイズを配信し、一覧で必要以上に大きな画像を読み込まないようにします。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/205d255b60de4bbca0570c826355e92a/dx-image26.jpg,"ec,ui-design"
,Shopifyブランドサイトのカスタマイズ,shopify-brand-customization,2026-03-16T00:00:00.000Z,<p>Shopifyの既存テーマを基に、ブランドの世界観と購入しやすさを両立するカスタマイズ例です。トップページ、商品一覧、商品詳細、カートの余白や文字、ボタンを統一しました。</p><p>商品詳細では素材、サイズ、配送、返品条件を見つけやすくし、購入直前の不安を減らします。写真を大きく見せつつ、スマートフォンでは購入ボタンが遠くなりすぎない構成です。</p><p>テーマの標準機能を優先し、将来のアップデートで壊れにくい修正範囲にとどめます。独自コードを追加する場合は、目的と変更箇所を記録して保守しやすくします。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/8353ac56d9c344bb8d44b1767c0da82c/paperless_10.jpg,"ec,corporate"
,定期購入サービスの商品詳細ページ,subscription-product-detail,2026-03-14T00:00:00.000Z,<p>定期購入商品の内容と契約条件を誤解なく伝える商品詳細ページです。通常購入との価格差、配送間隔、変更、休止、解約方法を購入前に確認できる構成にしました。</p><p>商品の特徴だけでなく、初回と二回目以降の金額、送料、最低継続回数の有無を明確に表示します。よくある質問とマイページ操作の案内も掲載しました。</p><p>購入ボタンの近くに主要条件を再掲し、別ページだけへ隠さない設計です。カートや決済サービスとの連携では、選択したプランと表示金額が一致することを重点的にテストします。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/9a70c66181a04547ba8a799b386de845/Web-img9.jpg,"ec,service"
,BtoB向け受発注ECの画面構成,b2b-ordering-ec,2026-03-12T00:00:00.000Z,<p>法人取引向けに、契約価格や取引条件を反映する受発注ECの画面構成です。ログイン後に取引先ごとの商品、価格、在庫、納期を表示する想定です。</p><p>過去の注文から再注文できる機能や、品番を使った一括入力、CSVアップロードを用意し、日常業務の操作回数を減らします。承認が必要な企業向けに、注文前の社内確認フローも検討しています。</p><p>権限と価格情報をサーバー側で確認し、URLや画面操作だけで他社の条件を閲覧できない設計が必要です。既存の販売管理システムとのデータ連携も想定します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/6ac90823263848e38e3dc2a7b3881807/Web-img15.jpg,"ec,web-app"
,ハンドメイド商品の小規模ECサイト,handmade-small-ec-site,2026-03-10T00:00:00.000Z,<p>少数の商品を丁寧に紹介するハンドメイドブランド向けのECサイトです。商品の背景、素材、制作工程を伝えながら、購入に必要な情報へ自然につなげます。</p><p>商品数が少ないため、一覧を複雑にせず、カテゴリと特集で見せ方を変える構成にしました。個体差、発送までの日数、取り扱い方法を分かりやすく掲載します。</p><p>Shopifyなど既存EC基盤を利用し、決済や注文管理を独自開発しない方針です。ブランドページと商品ページのデザインを統一し、更新しやすさを優先します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/5cd08e3bd5d14d69a5753bdfa851fcf7/Web-img20.jpg,"ec,corporate"
,カート離脱を減らす購入フロー改善,checkout-flow-improvement,2026-03-08T00:00:00.000Z,<p>ECサイトのカートから購入完了までを見直し、入力負担と不安を減らす改善案です。注文内容、送料、手数料、合計金額を各段階で確認できるようにしました。</p><p>会員登録を必須にせずゲスト購入を選べる場合は、違いを明確に案内します。エラーが起きたときも入力内容を保持し、どこを直せばよいか具体的に表示します。</p><p>住所の自動補完や適切なautocompleteを使い、スマートフォン入力を支援します。決済処理は信頼できるサービスへ任せ、カード情報をアプリ側で直接保持しない構成です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/ed033dca4a5542d097725dc4f545a3f7/dx-image46.jpg,"ec,ui-design"
,Pythonで請求データを自動集計する仕組み,python-invoice-data-automation,2026-03-06T00:00:00.000Z,<p>複数のCSVやExcelファイルから請求データを集め、月次集計表を作成するPythonツールのサンプルです。手作業で行っていたコピー、並び替え、合計、ファイル保存を一連の処理にまとめます。</p><p>元ファイルの列名や形式を確認し、不足項目や重複データがある場合はエラーとして一覧表示します。処理前のファイルを残し、出力先を分けることで、誤操作時に元へ戻せる設計です。</p><p>定期実行する場合はログを保存し、いつどのファイルを処理したか確認できるようにします。完全自動化だけを目指さず、最終確認が必要な箇所を明確に残します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/0ad18f37d3c7491cbcb1a68963d233bf/Web-img13.jpg,"automation,web-app"
,CSV変換業務を効率化するデスクトップツール,csv-conversion-desktop-tool,2026-03-04T00:00:00.000Z,<p>取引先ごとに異なるCSV形式を、社内システムへ取り込める形式へ変換するツールを想定しました。列の並び替え、日付形式の統一、不要列の削除、コード変換をボタン操作で実行します。</p><p>利用者が誤ったファイルを選んだ場合に処理を止め、必要な列が不足していることを具体的に案内します。変換前後の件数と主な変更内容を結果画面へ表示します。</p><p>PythonとTkinterでWindows向けGUIを作る構成です。変換ルールはコード内へ散らさず設定として分離し、取引先追加時に変更しやすくします。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/f6a030bbca104999a051644452b7bcc2/Web-img4.jpg,automation
,ブラウザ操作を自動化するデータ取得ツール,browser-data-download-automation,2026-03-02T00:00:00.000Z,<p>管理画面から定期的にファイルをダウンロードする作業を想定し、ブラウザ操作を自動化するツールの構成を考えました。ログイン、条件指定、ダウンロード、ファイル名変更までを順番に処理します。</p><p>画面変更や通信遅延で失敗する可能性があるため、固定時間の待機だけに頼らず、要素の表示やダウンロード完了を確認します。失敗した対象だけを再実行できるログも用意します。</p><p>SeleniumやPlaywrightを利用できますが、公式APIが提供されている場合はAPIを優先します。利用規約、アクセス頻度、認証情報の保管方法を確認した上で運用する設計です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/d3ebeb53f93246279616ec2473d4d75b/dx-image22.jpg,"automation,web-app"
,生成AIを使った問い合わせ分類の試作,ai-inquiry-classification,2026-02-28T00:00:00.000Z,<p>問い合わせ本文を内容別に分類し、担当部署の候補を提示するAI機能の試作です。分類結果は自動確定せず、担当者が確認して修正できる画面を用意します。</p><p>個人情報や機密情報をそのまま外部サービスへ送らないよう、対象データと利用条件を整理します。誤分類時の影響を小さくするため、最終的な振り分けは人が判断する運用です。</p><p>分類結果と修正内容を記録し、どの種類で間違いが多いか確認できるようにします。AI導入前後で処理時間や確認負担を比較し、実際に効果があるか評価します。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/88e58a560dc040d5819d2a18e3f1e800/dx-image29.jpg,"ai,automation"
,AIによる文章下書き支援機能,ai-writing-draft-assistant,2026-02-26T00:00:00.000Z,<p>お知らせや商品説明の下書きを作るAI支援機能を想定しました。目的、対象者、含めたい情報を入力すると、編集可能な文章案を表示します。</p><p>生成結果をそのまま公開せず、事実、表現、権利関係を担当者が確認する流れを画面上に組み込みます。過去の記事や社内ルールを参照する場合も、利用権限のある情報だけを対象にします。</p><p>API利用料と応答時間を管理するため、文字数や実行回数に上限を設けます。生成履歴を必要以上に保存せず、保存する場合は利用目的と閲覧権限を明確にします。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/718b2e8b9fcb4db68caba7b4ed8cdd1e/dx-image3.jpg,"ai,web-app"
,毎月のレポート作成を自動化するPython処理,monthly-report-python-automation,2026-02-24T00:00:00.000Z,<p>複数のデータを集計し、毎月同じ形式のレポートを作る作業をPythonで自動化するサンプルです。売上、問い合わせ、アクセス数などを読み込み、表とグラフ用データを生成します。</p><p>入力ファイルが届いていない場合や形式が変わった場合は、無理に処理を続けず担当者へ知らせます。出力された数値には元データと集計条件を確認できる情報を残します。</p><p>完全自動配信の前に、確認用ファイルを作って担当者が承認する運用を想定しています。定型作業を減らしながら、誤ったレポートがそのまま共有されるリスクを抑えます。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/cfb78384fd324d7e8302912e6731cf1f/Web-img2.jpg,automation
,フォーム入力から見積書を生成するWebアプリ,quotation-generator-web-app,2026-02-22T00:00:00.000Z,<p>サービス内容、数量、単価を入力すると、見積書の下書きを生成する社内向けWebアプリです。顧客情報と明細を分け、消費税や値引きの計算ルールを統一します。</p><p>作成済み見積書は履歴から検索でき、複製して再利用する機能を想定しています。発行前には内容を確認し、承認後にPDFまたはExcelへ出力する流れです。</p><p>計算は画面表示だけでなくサーバー側でも再計算し、改ざんや不整合を防ぎます。採番、変更履歴、削除権限を設計し、正式書類として使う場合の運用ルールも整えます。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/5cd08e3bd5d14d69a5753bdfa851fcf7/Web-img20.jpg,"automation,web-app"
,業務マニュアル作成を支援するAI検索,ai-manual-search-support,2026-02-20T00:00:00.000Z,<p>既存の手順書やFAQを検索し、業務マニュアル作成の参考箇所を提示するAI機能のサンプルです。回答だけでなく、元文書名と該当部分へのリンクを表示します。</p><p>古い文書や廃止済み手順が混ざらないよう、公開状態と更新日を管理します。AIが新しい手順を勝手に決めるのではなく、既存資料の探索と要約を補助する役割に限定します。</p><p>部署ごとの閲覧権限を反映し、利用者が見られない文書を回答根拠に使わない設計が必要です。回答内容の評価機能を付け、改善すべき資料も見つけられるようにします。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/205d255b60de4bbca0570c826355e92a/dx-image26.jpg,"ai,automation"
,Next.jsとmicroCMSで制作実績を管理するポートフォリオサイト,nextjs-microcms-portfolio-management,2026-07-11T00:00:00.000Z,<p>制作実績や技術記事を継続的に更新できるよう、Next.jsとmicroCMSを組み合わせたポートフォリオサイトを設計しました。実績、カテゴリー、記事をそれぞれ管理し、管理画面から追加した内容が一覧ページと詳細ページへ反映される構成です。</p><p>閲覧者が目的の実績を探しやすいよう、カテゴリー絞り込みと関連記事表示を用意しました。画像の縦横比を事前に確保し、読み込み時のレイアウト移動やカクつきを抑えています。</p><p>TypeScriptでCMSレスポンスの型を定義し、静的生成と再検証を使い分けています。更新性を保ちながら、初期表示の速いサイトを目指したサンプルです。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/0ad18f37d3c7491cbcb1a68963d233bf/Web-img13.jpg,"corporate,web-app"
,Excelの転記作業をPythonで自動化する業務改善ツール,python-excel-transfer-automation,2026-07-10T00:00:00.000Z,<p>毎月繰り返していたExcelファイル間の転記作業を効率化するため、Pythonを使った業務自動化ツールを作成しました。複数ファイルを選択し、氏名や指定セルを基準に必要なデータだけを対象シートへ転記します。</p><p>元ファイルの不足や列構成の違いがある場合は処理を停止し、対象ファイルと原因を表示します。元データを残したまま別ファイルへ出力することで、誤操作時にも確認できる設計です。</p><p>PythonとデスクトップGUIを組み合わせ、コマンド操作なしで使える構成にしました。作業時間の削減だけでなく、転記漏れやコピー先の間違いを防ぐことも目的としています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/6ac90823263848e38e3dc2a7b3881807/Web-img15.jpg,automation
,ReactとTypeScriptで構築する問い合わせ管理画面,react-typescript-inquiry-dashboard,2026-07-09T00:00:00.000Z,<p>Webフォームから届いた問い合わせを一覧で確認し、担当者や対応状況を管理できる画面をReactとTypeScriptで設計しました。未対応、対応中、完了の状態を分かりやすく表示し、検索や絞り込みにも対応します。</p><p>詳細画面では問い合わせ内容、対応履歴、社内メモを時系列で確認できます。ステータス変更や削除には確認表示を設け、誤操作を防ぐUIにしています。</p><p>一覧、検索条件、詳細、入力フォームを独立したコンポーネントに分けました。APIレスポンスとフォームデータの型を統一し、機能追加時の不整合を減らしています。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/9a70c66181a04547ba8a799b386de845/Web-img9.jpg,"web-app,ui-design"
,中小企業向けコーポレートサイトの情報整理,small-business-corporate-information-design,2026-07-08T00:00:00.000Z,<p>事業内容が複数あり、初めての訪問者に会社の特徴が伝わりにくい中小企業を想定して、情報構造を整理しました。会社概要、サービス、実績、採用、お知らせの役割を分けています。</p><p>トップページでは会社の強みと主要サービスを優先し、詳細情報へ段階的に進める構成にしました。文字量が多くなりすぎないよう、見出しと要約を使って読みやすくしています。</p><p>Next.jsのApp Routerを想定し、更新頻度の高いお知らせと実績だけをCMS管理にしています。固定情報と更新情報を分けることで、運用負担を抑えます。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/88e58a560dc040d5819d2a18e3f1e800/dx-image29.jpg,"corporate,ui-design"
,採用応募につなげる社員インタビューページ,employee-interview-recruitment-page,2026-07-07T00:00:00.000Z,<p>仕事内容や職場の雰囲気を具体的に伝えるため、社員インタビューを中心にした採用コンテンツを制作しました。入社理由、一日の流れ、担当業務、成長実感を共通項目として整理しています。</p><p>職種ごとに記事を絞り込めるようにし、応募者が自分に近い働き方を探せる構成です。写真と文章の比率を調整し、長文でも読み進めやすいレイアウトにしています。</p><p>インタビューはCMSから追加でき、職種と拠点を参照データとして管理します。追加時に一覧と詳細ページへ自動反映される設計です。</p>,https://images.microcms-assets.io/assets/077fc2c1278c4770964639a095f838ce/d3ebeb53f93246279616ec2473d4d75b/dx-image22.jpg,"recruit,ui-design"
